,Family,Protein_Name,Protein_ID,Localization,Topology,TM_Segment_Helix,Hydrophobic_Thickness_or_Depth,Tilt_Angle,deltaGfold,kcal_mol
854,Limitrin,Matrix-remodeling-associated protein 7,MXRA7_HUMAN,Plasma memb.,Out,9- 30 ( 7- 36),33.5,10,-18.2,-24.6
855,Limitrin,Matrix remodeling-associated protein 8,MXRA8_HUMAN,Vesicle memb.,Out,343- 362 ( 341- 366),31.2,14,-22.7,-29.9
857,Basal cell adhesion molecule/CD166 antig...,Basal cell adhesion molecule,BCAM_HUMAN,Plasma memb.,Out,548- 570 ( 545- 574),34.3,9,-17.7,-27.3
860,Basal cell adhesion molecule/CD166 antig...,T-cell surface protein tactile,TACT_HUMAN,Plasma memb.,Out,522- 541 ( 521- 553),32.8,15,-14.8,-23.5
861,CD226 antigen,CD226 antigen,CD226_HUMAN,Plasma memb.,Out,252- 274 ( 246- 282),33.9,25,-21.2,-32.1
862,Mucosal addressin cell adhesion molecule...,Mucosal addressin cell adhesion molecule...,MADCA_HUMAN,Plasma memb.,Out,319- 341 ( 318- 346),32.3,24,-9.6,-23.7
865,Immunoglobulin superfamily member 5,Immunoglobulin superfamily member 5,IGSF5_HUMAN,Plasma memb.,Out,269- 288 ( 268- 289),30.8,10,1.0,-10.5
866,Platelet endothelial cell adhesion molec...,Platelet endothelial cell adhesion molec...,PECA1_HUMAN,Plasma memb.,Out,600- 621 ( 598- 630),34.4,11,-20.7,-27.8
867,Mucin-1,Mucin-1,MUC1_HUMAN,Plasma memb.,Out,1159-1182 (1158-1188),34.4,19,-20.8,-29.8
869,Mucin-21/22,Mucin-21,MUC21_HUMAN,Plasma memb.,Out,479- 501 ( 477- 503),34.3,11,-15.7,-26.4
870,Mucin-21/22,Mucin-22,MUC22_HUMAN,Plasma memb.,Out,1660-1680 (1659-1682),33.4,1,-12.8,-21.4
871,Mucin-21/22,Mucin-like protein 3,MUCL3_HUMAN,Plasma memb.,Out,445- 473 ( 443- 477),35.2,36,-30.5,-40.0
873,SEA and EGF domains-containing mucins,Mucin-12,MUC12_HUMAN,Plasma memb.,Out,5382-5403 (5381-5408),33.4,11,-24.0,-29.5
875,SEA and EGF domains-containing mucins,Mucin-17,MUC17_HUMAN,Plasma memb.,Out,4391-4415 (4389-4423),34.3,25,-23.3,-33.1
876,SEA and EGF domains-containing mucins,Mucin-3A,MUC3A_HUMAN,Plasma memb.,Out,2445-2467 (2439-2469),33.3,20,-15.7,-25.1
877,SEA and EGF domains-containing mucins,Mucin-3B,MUC3B_HUMAN,Golgi memb.,Out,1139-1163 (1136-1165),31.2,25,-15.1,-24.5
878,CD99 family,CD99 antigen,CD99_HUMAN,Plasma memb.,Out,128- 145 ( 127- 152),32.3,6,-6.3,-15.3
879,CD99 family,CD99 antigen-like protein 2,C99L2_HUMAN,Plasma memb.,Out,185- 205 ( 184- 212),33.0,3,-6.7,-15.0
880,CD99 family,Glycoprotein Xg,XG_HUMAN,Plasma memb.,Out,147- 162 ( 146- 168),29.5,10,-9.0,-19.1
881,Crumbs protein family,Protein crumbs homolog 1,CRUM1_HUMAN,Plasma memb.,Out,1346-1368 (1342-1373),34.5,15,-21.6,-29.9
882,Crumbs protein family,Protein crumbs homolog 2,CRUM2_HUMAN,Plasma memb.,Out,1229-1249 (1228-1253),33.4,9,-14.6,-19.0
885,"Cadherin, classic",Cadherin-10,CAD10_HUMAN,Plasma memb.,Out,613- 634 ( 610- 639),34.3,10,-25.7,-31.4
886,"Cadherin, classic",Cadherin-11,CAD11_HUMAN,Plasma memb.,Out,617- 639 ( 616- 644),34.3,10,-24.7,-31.4
887,"Cadherin, classic",Cadherin-12,CAD12_HUMAN,Plasma memb.,Out,613- 636 ( 610- 642),34.4,21,-23.6,-30.9
888,"Cadherin, classic",Cadherin-15,CAD15_HUMAN,Plasma memb.,Out,602- 625 ( 601- 628),34.4,15,-24.2,-31.6
889,"Cadherin, classic",Cadherin-16,CAD16_HUMAN,Plasma memb.,Out,785- 809 ( 784- 813),34.4,20,-18.8,-29.8
891,"Cadherin, classic",Cadherin-18,CAD18_HUMAN,Plasma memb.,Out,613- 635 ( 612- 640),34.4,11,-25.9,-32.0
892,"Cadherin, classic",Cadherin-19,CAD19_HUMAN,Plasma memb.,Out,594- 617 ( 592- 622),33.4,21,-23.0,-33.4
893,"Cadherin, classic",Cadherin-2,CADH2_HUMAN,Plasma memb.,Out,725- 746 ( 724- 756),34.5,14,-30.5,-34.7
895,"Cadherin, classic",Cadherin-22,CAD22_HUMAN,Plasma memb.,Out,625- 647 ( 624- 651),33.4,25,-24.4,-30.9
896,"Cadherin, classic",Cadherin-23,CAD23_HUMAN,Plasma memb.,Out,3065-3088 (3060-3096),34.1,30,-28.4,-36.3
897,"Cadherin, classic",Cadherin-24,CAD24_HUMAN,Plasma memb.,Out,639- 661 ( 638- 666),34.4,10,-18.7,-26.7
898,"Cadherin, classic",Cadherin-3,CADH3_HUMAN,Plasma memb.,Out,657- 677 ( 656- 681),32.8,9,-24.8,-29.9
900,"Cadherin, classic",Cadherin-5,CADH5_HUMAN,Plasma memb.,Out,599- 620 ( 596- 625),34.1,5,-20.6,-27.8
901,"Cadherin, classic",Cadherin-6,CADH6_HUMAN,Plasma memb.,Out,612- 635 ( 610- 641),34.4,21,-22.0,-31.0
903,"Cadherin, classic",Cadherin-8,CADH8_HUMAN,Plasma memb.,Out,621- 643 ( 620- 648),34.4,10,-26.5,-32.5
905,"Cadherin, classic",Cadherin-like protein 26,CAD26_HUMAN,Plasma memb.,Out,620- 639 ( 619- 643),33.5,5,-15.9,-26.1
906,Calsyntenin,Calsyntenin-1,CSTN1_HUMAN,Plasma memb.,Out,860- 881 ( 858- 891),34.3,10,-17.5,-29.9
908,Calsyntenin,Calsyntenin-3,CSTN3_HUMAN,Plasma memb.,Out,844- 870 ( 843- 876),34.1,35,-20.0,-32.2
910,Desmosomal cadherin,Desmocollin-2,DSC2_HUMAN,Plasma memb.,Out,693- 715 ( 689- 718),34.4,10,-18.6,-29.2
911,Desmosomal cadherin,Desmocollin-3,DSC3_HUMAN,Plasma memb.,Out,689- 711 ( 686- 712),34.4,10,-16.5,-27.3
912,Desmoglein,Desmoglein-1,DSG1_HUMAN,Plasma memb.,Out,547- 569 ( 546- 570),34.4,10,-12.7,-28.5
913,Desmoglein,Desmoglein-2,DSG2_HUMAN,Plasma memb.,Out,612- 634 ( 611- 637),34.4,21,-24.5,-33.1
914,Desmoglein,Desmoglein-3,DSG3_HUMAN,Plasma memb.,Out,617- 639 ( 616- 641),33.5,10,-18.9,-29.1
915,Desmoglein,Desmoglein-4,DSG4_HUMAN,Plasma memb.,Out,633- 654 ( 632- 658),34.4,12,-18.3,-28.5
916,Fibroblast cadherin,Protocadherin Fat 1,FAT1_HUMAN,Plasma memb.,Out,4183-4207 (4182-4213),34.4,21,-19.6,-29.9
918,Fibroblast cadherin,Protocadherin Fat 3,FAT3_HUMAN,Plasma memb.,Out,4155-4177 (4152-4178),34.5,11,-25.4,-32.7
919,Fibroblast cadherin,Protocadherin Fat 4,FAT4_HUMAN,Plasma memb.,Out,4505-4527 (4504-4532),33.4,15,-8.0,-17.4
922,Protocadherin,Cadherin-related family member 3,CDHR3_HUMAN,Plasma memb.,Out,713- 737 ( 712- 740),34.4,36,-20.6,-29.4
924,Protocadherin,Cadherin-related family member 5,CDHR5_HUMAN,Plasma memb.,Out,670- 693 ( 667- 694),33.4,21,-17.5,-25.0
925,Protocadherin,Protocadherin-1,PCDH1_HUMAN,Plasma memb.,Out,855- 876 ( 854- 883),33.3,15,-17.3,-26.8
927,Protocadherin,Protocadherin-11 X-linked,PC11X_HUMAN,Plasma memb.,Out,811- 833 ( 808- 837),34.4,12,-15.8,-24.6
929,Protocadherin,Protocadherin-12,PCD12_HUMAN,Plasma memb.,Out,713- 738 ( 710- 744),34.2,26,-20.3,-31.1
931,Protocadherin,Protocadherin-16,PCD16_HUMAN,Plasma memb.,Out,2934-2962 (2933-2968),34.5,35,-16.2,-27.2
932,Protocadherin,Protocadherin-17,PCD17_HUMAN,Plasma memb.,Out,703- 726 ( 702- 734),34.4,22,-17.8,-27.7
933,Protocadherin,Protocadherin-18,PCD18_HUMAN,Plasma memb.,Out,697- 721 ( 695- 728),33.5,25,-20.5,-29.5
934,Protocadherin,Protocadherin-19,PCD19_HUMAN,Plasma memb.,Out,678- 700 ( 674- 706),34.5,20,-18.1,-28.5
936,Protocadherin,Protocadherin-23,PCD23_HUMAN,Plasma memb.,Out,2543-2563 (2541-2567),33.2,2,-22.7,-28.8
938,Protocadherin,Protocadherin-8,PCDH8_HUMAN,Plasma memb.,Out,750- 770 ( 749- 779),33.5,30,-16.4,-24.5
939,Protocadherin,Protocadherin-9,PCDH9_HUMAN,Plasma memb.,Out,813- 835 ( 810- 842),34.5,17,-23.3,-30.7
940,Protocadherin,Protocadherin alpha-1,PCDA1_HUMAN,Plasma memb.,Out,698- 720 ( 695- 721),33.1,8,-16.6,-23.1
942,Protocadherin,Protocadherin alpha-11,PCDAB_HUMAN,Plasma memb.,Out,697- 719 ( 694- 720),33.1,8,-17.0,-23.9
943,Protocadherin,Protocadherin alpha-12,PCDAC_HUMAN,Plasma memb.,Out,698- 720 ( 695- 721),33.1,8,-16.6,-23.0
945,Protocadherin,Protocadherin alpha-2,PCDA2_HUMAN,Plasma memb.,Out,698- 720 ( 696- 722),33.5,9,-15.1,-22.7
947,Protocadherin,Protocadherin alpha-4,PCDA4_HUMAN,Plasma memb.,Out,698- 720 ( 695- 721),33.1,8,-16.6,-23.1
948,Protocadherin,Protocadherin alpha-5,PCDA5_HUMAN,Plasma memb.,Out,696- 719 ( 694- 721),34.0,19,-15.8,-23.0
949,Protocadherin,Protocadherin alpha-6,PCDA6_HUMAN,Plasma memb.,Out,697- 720 ( 695- 722),34.0,19,-15.8,-23.0
950,Protocadherin,Protocadherin alpha-7,PCDA7_HUMAN,Plasma memb.,Out,698- 720 ( 695- 721),33.1,8,-16.6,-23.1
951,Protocadherin,Protocadherin alpha-8,PCDA8_HUMAN,Plasma memb.,Out,698- 720 ( 695- 721),33.1,8,-16.6,-23.1
953,Protocadherin,Protocadherin alpha-C1,PCDC1_HUMAN,Plasma memb.,Out,683- 706 ( 678- 708),34.4,19,-17.2,-27.7
954,Protocadherin,Protocadherin alpha-C2,PCDC2_HUMAN,Plasma memb.,Out,706- 729 ( 701- 733),33.4,30,-22.6,-28.8
956,Protocadherin,Protocadherin beta-10,PCDBA_HUMAN,Plasma memb.,Out,689- 715 ( 684- 722),34.4,34,-16.5,-27.0
957,Protocadherin,Protocadherin beta-11,PCDBB_HUMAN,Plasma memb.,Out,687- 713 ( 682- 720),34.5,34,-15.1,-27.1
958,Protocadherin,Protocadherin beta-12,PCDBC_HUMAN,Plasma memb.,Out,687- 713 ( 682- 718),34.4,33,-14.7,-26.8
960,Protocadherin,Protocadherin beta-14,PCDBE_HUMAN,Plasma memb.,Out,687- 713 ( 682- 720),34.5,34,-15.1,-27.1
961,Protocadherin,Protocadherin beta-15,PCDBF_HUMAN,Plasma memb.,Out,687- 713 ( 682- 720),33.8,34,-15.0,-28.1
962,Protocadherin,Protocadherin beta-16,PCDBG_HUMAN,Plasma memb.,Out,687- 713 ( 682- 720),33.8,34,-14.7,-27.0
963,Protocadherin,Protocadherin beta-2,PCDB2_HUMAN,Plasma memb.,Out,689- 715 ( 680- 722),33.7,35,-14.3,-26.3
964,Protocadherin,Protocadherin beta-3,PCDB3_HUMAN,Plasma memb.,Out,687- 713 ( 678- 720),33.7,35,-14.3,-26.3
965,Protocadherin,Protocadherin beta-4,PCDB4_HUMAN,Plasma memb.,Out,686- 712 ( 681- 719),34.5,34,-15.1,-27.1
967,Protocadherin,Protocadherin beta-6,PCDB6_HUMAN,Plasma memb.,Out,685- 711 ( 680- 718),34.5,34,-15.1,-27.1
969,Protocadherin,Protocadherin beta-8,PCDB8_HUMAN,Plasma memb.,Out,689- 714 ( 683- 721),34.4,29,-15.5,-27.4
970,Protocadherin,Protocadherin beta-9,PCDB9_HUMAN,Plasma memb.,Out,687- 713 ( 678- 720),34.5,34,-15.6,-26.5
971,Protocadherin,Protocadherin gamma-A1,PCDG1_HUMAN,Plasma memb.,Out,690- 715 ( 686- 717),35.3,19,-20.5,-27.6
972,Protocadherin,Protocadherin gamma-A10,PCDGA_HUMAN,Plasma memb.,Out,694- 719 ( 689- 721),34.4,28,-21.7,-30.7
974,Protocadherin,Protocadherin gamma-A12,PCDGC_HUMAN,Plasma memb.,Out,690- 715 ( 685- 717),34.4,28,-23.6,-31.6
975,Protocadherin,Protocadherin gamma-A2,PCDG2_HUMAN,Plasma memb.,Out,690- 715 ( 686- 717),34.1,24,-20.9,-28.6
976,Protocadherin,Protocadherin gamma-A3,PCDG3_HUMAN,Plasma memb.,Out,690- 715 ( 686- 717),35.4,20,-21.5,-29.2
977,Protocadherin,Protocadherin gamma-A4,PCDG4_HUMAN,Plasma memb.,Out,690- 715 ( 685- 717),34.4,29,-19.4,-28.6
978,Protocadherin,Protocadherin gamma-A5,PCDG5_HUMAN,Plasma memb.,Out,690- 715 ( 684- 717),35.4,29,-22.9,-31.2
979,Protocadherin,Protocadherin gamma-A6,PCDG6_HUMAN,Plasma memb.,Out,690- 715 ( 686- 717),35.5,20,-20.8,-28.8
980,Protocadherin,Protocadherin gamma-A7,PCDG7_HUMAN,Plasma memb.,Out,690- 715 ( 687- 717),34.4,24,-19.3,-28.5
983,Protocadherin,Protocadherin gamma-B1,PCDGD_HUMAN,Plasma memb.,Out,685- 710 ( 683- 714),34.4,24,-26.8,-33.3
986,Protocadherin,Protocadherin gamma-B4,PCDGG_HUMAN,Plasma memb.,Out,687- 712 ( 681- 716),34.4,25,-25.0,-32.5
987,Protocadherin,Protocadherin gamma-B5,PCDGH_HUMAN,Plasma memb.,Out,685- 710 ( 683- 714),35.3,24,-26.2,-33.3
988,Protocadherin,Protocadherin gamma-B6,PCDGI_HUMAN,Plasma memb.,Out,689- 714 ( 686- 718),34.4,25,-25.2,-32.3
991,Protocadherin,Protocadherin gamma-C4,PCDGL_HUMAN,Plasma memb.,Out,690- 713 ( 684- 717),33.8,25,-10.6,-23.0
992,Protocadherin,Protocadherin gamma-C5,PCDGM_HUMAN,Plasma memb.,Out,690- 711 ( 688- 715),33.3,19,-16.1,-25.7
993,Protocadherin,Putative protocadherin beta-18,PCDBI_HUMAN,Plasma memb.,Out,634- 660 ( 629- 668),34.4,34,-14.8,-28.2
994,Junctophilin,Junctophilin-1,JPH1_HUMAN,ER memb.,In,640- 659 ( 637- 660),31.0,11,-16.1,-25.1
995,Junctophilin,Junctophilin-2,JPH2_HUMAN,ER memb.,In,673- 694 ( 672- 695),30.1,20,-16.0,-24.4
997,Junctophilin,Junctophilin-4,JPH4_HUMAN,ER memb.,In,607- 625 ( 606- 626),28.9,1,-5.8,-13.9
1000,Sarcoglycan beta/gamma/delta/zeta,Beta-sarcoglycan,SGCB_HUMAN,Plasma memb.,In,65- 88 ( 63- 91),34.5,25,-22.0,-29.3
1001,Sarcoglycan beta/gamma/delta/zeta,Delta-sarcoglycan,SGCD_HUMAN,Plasma memb.,In,35- 57 ( 34- 59),34.3,5,-22.8,-29.5
1002,Sarcoglycan beta/gamma/delta/zeta,Gamma-sarcoglycan,SGCG_HUMAN,Plasma memb.,In,32- 60 ( 29- 61),34.5,36,-25.3,-31.7
1003,Sarcoglycan beta/gamma/delta/zeta,Zeta-sarcoglycan,SGCZ_HUMAN,Plasma memb.,In,32- 60 ( 30- 61),34.5,31,-19.7,-29.5
1004,Golgi glycoprotein protein 1,Golgi apparatus protein 1,GSLG1_HUMAN,Golgi memb.,Out,1148-1167 (1144-1172),30.1,2,-6.8,-17.4
1007,Uroplakin-3,Uroplakin-3b-like protein 1,UPK3L_HUMAN,Plasma memb.,Out,205- 228 ( 202- 232),34.5,30,-22.0,-31.6
1008,Uroplakin-3,Uroplakin-3b-like protein 2,UPKL2_HUMAN,Plasma memb.,Out,203-226(201-232),32.0,31,-19.6,-30.0
1011,Podoplanin family,Podoplanin,PDPN_HUMAN,Plasma memb.,Out,126- 155 ( 124- 158),34.4,35,-20.0,-31.1
1012,Glycophorin A,Glycophorin-A,GLPA_HUMAN,Plasma memb.,Out,91- 112 ( 90- 115),34.1,5,-14.0,-23.2
1013,Glycophorin A,Glycophorin-B,GLPB_HUMAN,Plasma memb.,Out,59- 87 ( 58- 89),34.5,33,-20.7,-28.9
1015,Glycophorin C,Glycophorin-C,GLPC_HUMAN,Plasma memb.,Out,58- 83 ( 56- 87),34.4,20,-22.6,-30.7
1017,Bone marrow stromal antigen 2,Bone marrow stromal antigen 2,BST2_HUMAN,Plasma memb.,In,21- 45 ( 14- 53),34.4,31,-22.3,-33.4
1020,Teneurin,Teneurin-2,TEN2_HUMAN,Plasma memb.,In,374- 399 ( 371- 400),34.5,19,-20.6,-27.7
1024,Leucine-rich repeat transmembrane neuron...,Leucine-rich repeat transmembrane neuron...,LRRT2_HUMAN,Plasma memb.,Out,421- 442 ( 415- 446),34.3,2,-18.3,-30.1
1025,Leucine-rich repeat transmembrane neuron...,Leucine-rich repeat transmembrane neuron...,LRRT3_HUMAN,Plasma memb.,Out,418- 441 ( 412- 443),34.2,25,-18.1,-27.4
1026,Leucine-rich repeat transmembrane neuron...,Leucine-rich repeat transmembrane neuron...,LRRT4_HUMAN,Plasma memb.,Out,424- 446 ( 420- 448),33.2,25,-17.2,-26.9
1028,Synaptic adhesion proteins,Leucine-rich repeat-containing protein 4...,LRC4B_HUMAN,Plasma memb.,Out,575- 598 ( 569- 600),35.3,10,-23.8,-30.8
1029,Synaptic adhesion proteins,Leucine-rich repeat-containing protein 4...,LRC4C_HUMAN,Plasma memb.,Out,526- 549 ( 519- 551),35.5,5,-24.3,-29.6
1030,Leucine-rich repeat neuronal protein,Leucine-rich repeat neuronal protein 1,LRRN1_HUMAN,Plasma memb.,Out,631- 652 ( 625- 655),33.5,18,-16.2,-22.4
1031,Leucine-rich repeat neuronal protein,Leucine-rich repeat neuronal protein 2,LRRN2_HUMAN,Plasma memb.,Out,629- 649 ( 628- 650),33.3,4,-16.1,-23.2
1032,Leucine-rich repeat neuronal protein,Leucine-rich repeat neuronal protein 3,LRRN3_HUMAN,Plasma memb.,Out,626- 648 ( 620- 649),33.3,15,-10.5,-20.2
1033,Leucine-rich repeat neuronal protein,Leucine-rich repeat neuronal protein 4,LRRN4_HUMAN,Plasma memb.,Out,681- 704 ( 678- 708),34.5,22,-8.8,-19.0
1034,Leucine-rich repeat and fibronectine typ...,Leucine-rich repeat and fibronectin type...,LRFN1_HUMAN,Plasma memb.,Out,537- 558 ( 535- 561),34.4,14,-18.9,-28.2
1035,Leucine-rich repeat and fibronectine typ...,Leucine-rich repeat and fibronectin type...,LRFN2_HUMAN,Plasma memb.,Out,535- 557 ( 533- 558),34.3,15,-21.9,-30.5
1036,Leucine-rich repeat and fibronectine typ...,Leucine-rich repeat and fibronectin type...,LRFN3_HUMAN,Plasma memb.,Out,540- 562 ( 538- 563),34.5,16,-19.8,-29.0
1037,Leucine-rich repeat and fibronectine typ...,Leucine-rich repeat and fibronectin type...,LRFN4_HUMAN,Plasma memb.,Out,517- 538 ( 516- 542),33.4,15,-15.2,-26.8
1038,Leucine-rich repeat and fibronectine typ...,Leucine-rich repeat and fibronectin type...,LRFN5_HUMAN,Plasma memb.,Out,530- 552 ( 528- 553),34.4,15,-21.3,-28.8
1039,Fibronectin leucine-rich transmembrane p...,Leucine-rich repeat transmembrane protei...,FLRT1_HUMAN,Plasma memb.,Out,526- 547 ( 525- 552),34.3,12,-13.6,-25.7
1040,Fibronectin leucine-rich transmembrane p...,Leucine-rich repeat transmembrane protei...,FLRT2_HUMAN,Plasma memb.,Out,542- 564 ( 540- 569),34.2,16,-16.4,-28.2
1041,Fibronectin leucine-rich transmembrane p...,Leucine-rich repeat transmembrane protei...,FLRT3_HUMAN,Plasma memb.,Out,528- 551 ( 527- 554),34.3,20,-14.3,-24.5
1042,Selectin/LECAM,E-selectin,LYAM2_HUMAN,Plasma memb.,Out,558- 578 ( 557- 586),34.3,9,-10.1,-20.8
1043,Selectin/LECAM,L-selectin,LYAM1_HUMAN,Plasma memb.,Out,337- 357 ( 336- 364),33.3,10,-16.8,-26.3
1044,Selectin/LECAM,P-selectin,LYAM3_HUMAN,Plasma memb.,Out,777- 797 ( 776- 798),31.5,17,-6.5,-14.4
1045,Noncompact myelin-associated protein,Noncompact myelin-associated protein,NCMAP_HUMAN,Plasma memb.,Out,31- 53 ( 29- 61),33.5,15,-24.7,-32.3
1047,Ezrin/radixin/moesin-like,FERM domain-containing protein 3,FRMD3_HUMAN,Plasma memb.,In,526- 549 ( 523- 552),34.4,21,-16.9,-31.2
1049,P-selectin glycoprotein ligand,P-selectin glycoprotein ligand 1,SELPL_HUMAN,Plasma memb.,Out,321- 344 ( 316- 348),34.3,20,-21.7,-31.7
1052,"Discoidin, CUB and LCCL domain-containin...","Discoidin, CUB and LCCL domain-containin...",DCBD2_HUMAN,Plasma memb.,Out,529- 553 ( 526- 558),34.5,26,-19.8,-31.9
1053,Thrombospondin type-1 domain-containing...,Thrombospondin type-1 domain-containing...,THSD1_HUMAN,Plasma memb.,Out,416- 438 ( 413- 439),33.4,21,-17.5,-26.8
1054,Thrombospondin type-1 domain-containing...,Thrombospondin type-1 domain-containing...,THS7A_HUMAN,Plasma memb.,Out,1607-1627 (1600-1632),33.3,10,-17.3,-25.7
1055,Thrombospondin type-1 domain-containing...,Thrombospondin type-1 domain-containing...,THS7B_HUMAN,Plasma memb.,Out,1560-1580 (1552-1583),32.5,5,-13.4,-25.1
1056,Contactin-associated proteins,Contactin-associated protein 1,CNTP1_HUMAN,Plasma memb.,Out,1282-1304 (1279-1308),34.3,18,-23.6,-33.9
1057,Contactin-associated proteins,Contactin-associated protein-like 2,CNTP2_HUMAN,Plasma memb.,Out,1263-1286 (1262-1289),34.4,25,-18.1,-27.7
1058,Contactin-associated proteins,Contactin-associated protein-like 3,CNTP3_HUMAN,Plasma memb.,Out,1246-1267 (1243-1275),34.3,16,-19.4,-26.7
1059,Contactin-associated proteins,Contactin-associated protein-like 3B,CNT3B_HUMAN,Plasma memb.,Out,1246-1268 (1243-1275),34.5,16,-19.5,-26.7
1062,Neurexin,Neurexin-1,NRX1A_HUMAN,Plasma memb.,Out,1399-1424 (1392-1426),34.5,25,-17.4,-26.5
1063,Neurexin,Neurexin-1-beta,NRX1B_HUMAN,Plasma memb.,Out,366- 387 ( 357- 390),34.3,6,-14.2,-23.2
1066,Neurexin,Neurexin-3,NRX3A_HUMAN,Plasma memb.,Out,1568-1589 (1565-1593),33.3,16,-18.7,-26.3
1067,Neurexin,Neurexin-3-beta,NRX3B_HUMAN,Plasma memb.,Out,562- 583 ( 559- 587),33.3,16,-18.7,-26.3
1068,CD34 antigen,Hematopoietic progenitor cell antigen CD...,CD34_HUMAN,Plasma memb.,Out,289- 311 ( 286- 315),33.3,15,-12.7,-23.4
1069,Podocalyxin family,Podocalyxin,PODXL_HUMAN,Plasma memb.,Out,461- 480 ( 460- 489),33.5,12,-14.6,-24.8
1071,Epithelial cell adhesion molecule family,Epithelial cell adhesion molecule,EPCAM_HUMAN,Plasma memb.,Out,265- 288 ( 261- 293),34.4,20,-19.8,-28.7
1073,Leukosialin,Leukosialin,LEUK_HUMAN,Plasma memb.,Out,257- 277 ( 256- 283),34.3,5,-24.0,-31.2
1075,Seizure 6-like proteins,Seizure 6-like protein,SE6L1_HUMAN,ER memb.,Out,958- 979 ( 956- 983),31.1,16,-14.5,-25.6
1076,Seizure 6-like proteins,Seizure 6-like protein 2,SE6L2_HUMAN,ER memb.,Out,846- 867 ( 844- 870),32.1,16,-11.6,-23.2
1077,Seizure 6-like proteins,Seizure protein 6 homolog,SEZ6_HUMAN,Plasma memb.,Out,922- 947 ( 920- 951),34.4,26,-16.1,-29.6
1078,"Fibrinogen, alpha/beta/gamma chain",Fibrinogen C domain-containing protein 1,FBCD1_HUMAN,Plasma memb.,In,30- 53 ( 27- 58),34.3,20,-15.6,-27.5
1080,Tectonic family,Tectonic-3,TECT3_HUMAN,Plasma memb.,Out,589- 605 ( 588- 607),30.7,10,-8.5,-16.1
1082,Adherens junction-associated protein,Adherens junction-associated protein 1,AJAP1_HUMAN,Plasma memb.,Out,280- 302 ( 274- 305),34.4,9,-18.1,-25.5
1083,Adherens junction-associated protein,PILR alpha-associated neural protein,PIANP_HUMAN,Plasma memb.,Out,180- 200 ( 178- 201),33.4,5,-16.2,-25.0
1089,Zona pellucida sperm-binding protein fam...,Transforming growth factor-beta receptor...,TGR3L_HUMAN,Membrane,Out,267- 286 ( 266- 287),29.8,5,-11.7,-19.9
1090,Zona pellucida sperm-binding protein fam...,Zona pellucida-like domain-containing pr...,ZPLD1_HUMAN,Membrane,Out,374- 394 ( 370- 399),30.9,16,-10.2,-20.2
1092,Zona pellucida sperm-binding protein fam...,Zona pellucida sperm-binding protein 2,ZP2_HUMAN,Plasma memb.,Out,713- 735 ( 711- 740),33.8,20,-14.3,-22.0
1093,Zona pellucida sperm-binding protein fam...,Zona pellucida sperm-binding protein 3,ZP3_HUMAN,Plasma memb.,Out,386- 409 ( 383- 413),34.5,20,-15.5,-26.3
1094,Zona pellucida sperm-binding protein fam...,Zona pellucida sperm-binding protein 4,ZP4_HUMAN,Plasma memb.,Out,505- 526 ( 502- 532),33.4,9,-12.7,-21.5
1096,CUB and zona pellucida-like domain-conta...,CUB and zona pellucida-like domain-conta...,CUZD1_HUMAN,Vesicle memb.,Out,570- 588 ( 568- 591),30.1,15,-10.4,-21.0
1098,Zonadhesin,Zonadhesin,ZAN_HUMAN,Plasma memb.,Out,2760-2780 (2759-2790),33.2,5,-16.4,-27.8
1100,Collagen alpha-1 chains,Collagen alpha-1(XIII) chain,CODA1_HUMAN,Plasma memb.,In,44- 64 ( 42- 66),32.4,3,-7.9,-16.7
1101,Collagen alpha-1 chains,Collagen alpha-1(XXIII) chain,CONA1_HUMAN,Plasma memb.,In,36- 57 ( 31- 61),33.5,14,-7.1,-16.4
1105,Gamma type-C retroviral envelope protein...,Endogenous retrovirus group FC1 Env poly...,EFC1_HUMAN,Plasma memb.,Out,521- 542 ( 520- 546),34.5,12,-14.2,-29.1
1106,Gamma type-C retroviral envelope protein...,Endogenous retrovirus group FC1 member 1...,EFC2_HUMAN,Plasma memb.,Out,409- 431 ( 405- 432),32.4,14,-6.6,-17.9
1108,Gamma type-C retroviral envelope protein...,Endogenous retrovirus group S71 member 1...,ENVT1_HUMAN,Plasma memb.,Out,569- 590 ( 568- 591),33.5,2,-15.5,-24.2
1111,Gamma type-C retroviral envelope protein...,HERV-H_2q24.1 provirus ancestral Env pol...,ENH3_HUMAN,Plasma memb.,Out,512- 542 ( 511- 546),34.4,40,-12.2,-33.7
1114,Gamma type-C retroviral envelope protein...,Syncytin-2,SYCY2_HUMAN,Plasma memb.,Out,474- 506 ( 472- 509),34.4,41,-16.0,-35.1
1115,Cub and sushi domain-containing protein,CUB and sushi domain-containing protein...,CSMD1_HUMAN,Plasma memb.,Out,3488-3510 (3486-3512),34.4,7,-13.6,-25.8
1116,Cub and sushi domain-containing protein,CUB and sushi domain-containing protein...,CSMD2_HUMAN,Plasma memb.,Out,3412-3433 (3408-3436),33.2,10,-17.8,-27.2
1117,CUB domain-containing protein,CUB domain-containing protein 1,CDCP1_HUMAN,Plasma memb.,Out,665- 689 ( 663- 696),34.5,24,-13.5,-23.0
1118,Malectin family,Malectin,MLEC_HUMAN,ER memb.,Out,273- 288 ( 272- 291),29.4,6,-8.1,-22.2
